mean-path-return_agent_0,max-path-return_agent_0,last-path-return_agent_1,max-path-return_agent_1,total-samples,episode_reward,last-path-return_agent_0,episodes,mean-path-return_agent_1
2.0,6.0,-2.0,1.0,441,441,2.0,441,-2.0
-1.0,6.0,1.0,1.0,442,442,-1.0,442,1.0
6.0,6.0,-6.0,1.0,443,443,6.0,443,-6.0
-1.0,6.0,1.0,1.0,444,444,-1.0,444,1.0
6.0,6.0,-6.0,1.0,445,445,6.0,445,-6.0
2.0,6.0,-2.0,1.0,446,446,2.0,446,-2.0
-1.0,6.0,1.0,1.0,447,447,-1.0,447,1.0
2.0,6.0,-2.0,1.0,448,448,2.0,448,-2.0
5.0,6.0,-5.0,1.0,449,449,5.0,449,-5.0
5.0,6.0,-5.0,1.0,450,450,5.0,450,-5.0
2.0,6.0,-2.0,1.0,451,451,2.0,451,-2.0
5.0,6.0,-5.0,1.0,452,452,5.0,452,-5.0
2.0,6.0,-2.0,1.0,453,453,2.0,453,-2.0
5.0,6.0,-5.0,1.0,454,454,5.0,454,-5.0
5.0,6.0,-5.0,1.0,455,455,5.0,455,-5.0
2.0,6.0,-2.0,1.0,456,456,2.0,456,-2.0
5.0,6.0,-5.0,1.0,457,457,5.0,457,-5.0
6.0,6.0,-6.0,1.0,458,458,6.0,458,-6.0
6.0,6.0,-6.0,1.0,459,459,6.0,459,-6.0
6.0,6.0,-6.0,1.0,460,460,6.0,460,-6.0
6.0,6.0,-6.0,1.0,461,461,6.0,461,-6.0
5.0,6.0,-5.0,1.0,462,462,5.0,462,-5.0
-1.0,6.0,1.0,1.0,463,463,-1.0,463,1.0
5.0,6.0,-5.0,1.0,464,464,5.0,464,-5.0
2.0,6.0,-2.0,1.0,465,465,2.0,465,-2.0
6.0,6.0,-6.0,1.0,466,466,6.0,466,-6.0
-1.0,6.0,1.0,1.0,467,467,-1.0,467,1.0
-1.0,6.0,1.0,1.0,468,468,-1.0,468,1.0
2.0,6.0,-2.0,1.0,469,469,2.0,469,-2.0
-1.0,6.0,1.0,1.0,470,470,-1.0,470,1.0
-1.0,6.0,1.0,1.0,471,471,-1.0,471,1.0
6.0,6.0,-6.0,1.0,472,472,6.0,472,-6.0
5.0,6.0,-5.0,1.0,473,473,5.0,473,-5.0
-1.0,6.0,1.0,1.0,474,474,-1.0,474,1.0
5.0,6.0,-5.0,1.0,475,475,5.0,475,-5.0
6.0,6.0,-6.0,1.0,476,476,6.0,476,-6.0
5.0,6.0,-5.0,1.0,477,477,5.0,477,-5.0
-1.0,6.0,1.0,1.0,478,478,-1.0,478,1.0
5.0,6.0,-5.0,1.0,479,479,5.0,479,-5.0
-1.0,6.0,1.0,1.0,480,480,-1.0,480,1.0
2.0,6.0,-2.0,1.0,481,481,2.0,481,-2.0
5.0,6.0,-5.0,1.0,482,482,5.0,482,-5.0
2.0,6.0,-2.0,1.0,483,483,2.0,483,-2.0
-1.0,6.0,1.0,1.0,484,484,-1.0,484,1.0
6.0,6.0,-6.0,1.0,485,485,6.0,485,-6.0
-1.0,6.0,1.0,1.0,486,486,-1.0,486,1.0
-1.0,6.0,1.0,1.0,487,487,-1.0,487,1.0
5.0,6.0,-5.0,1.0,488,488,5.0,488,-5.0
6.0,6.0,-6.0,1.0,489,489,6.0,489,-6.0
-1.0,6.0,1.0,1.0,490,490,-1.0,490,1.0
5.0,6.0,-5.0,1.0,491,491,5.0,491,-5.0
2.0,6.0,-2.0,1.0,492,492,2.0,492,-2.0
6.0,6.0,-6.0,1.0,493,493,6.0,493,-6.0
-1.0,6.0,1.0,1.0,494,494,-1.0,494,1.0
2.0,6.0,-2.0,1.0,495,495,2.0,495,-2.0
6.0,6.0,-6.0,1.0,496,496,6.0,496,-6.0
5.0,6.0,-5.0,1.0,497,497,5.0,497,-5.0
6.0,6.0,-6.0,1.0,498,498,6.0,498,-6.0
-1.0,6.0,1.0,1.0,499,499,-1.0,499,1.0
2.0,6.0,-2.0,1.0,500,500,2.0,500,-2.0
2.0,6.0,-2.0,1.0,501,501,2.0,501,-2.0
6.0,6.0,-6.0,1.0,502,502,6.0,502,-6.0
6.0,6.0,-6.0,1.0,503,503,6.0,503,-6.0
5.0,6.0,-5.0,1.0,504,504,5.0,504,-5.0
5.0,6.0,-5.0,1.0,505,505,5.0,505,-5.0
5.0,6.0,-5.0,1.0,506,506,5.0,506,-5.0
2.0,6.0,-2.0,1.0,507,507,2.0,507,-2.0
-1.0,6.0,1.0,1.0,508,508,-1.0,508,1.0
-1.0,6.0,1.0,1.0,509,509,-1.0,509,1.0
2.0,6.0,-2.0,1.0,510,510,2.0,510,-2.0
6.0,6.0,-6.0,1.0,511,511,6.0,511,-6.0
6.0,6.0,-6.0,1.0,512,512,6.0,512,-6.0
6.0,6.0,-6.0,1.0,513,513,6.0,513,-6.0
6.0,6.0,-6.0,1.0,514,514,6.0,514,-6.0
6.0,6.0,-6.0,1.0,515,515,6.0,515,-6.0
6.0,6.0,-6.0,1.0,516,516,6.0,516,-6.0
2.0,6.0,-2.0,1.0,517,517,2.0,517,-2.0
-1.0,6.0,1.0,1.0,518,518,-1.0,518,1.0
6.0,6.0,-6.0,1.0,519,519,6.0,519,-6.0
6.0,6.0,-6.0,1.0,520,520,6.0,520,-6.0
5.0,6.0,-5.0,1.0,521,521,5.0,521,-5.0
6.0,6.0,-6.0,1.0,522,522,6.0,522,-6.0
6.0,6.0,-6.0,1.0,523,523,6.0,523,-6.0
6.0,6.0,-6.0,1.0,524,524,6.0,524,-6.0
6.0,6.0,-6.0,1.0,525,525,6.0,525,-6.0
6.0,6.0,-6.0,1.0,526,526,6.0,526,-6.0
-1.0,6.0,1.0,1.0,527,527,-1.0,527,1.0
-1.0,6.0,1.0,1.0,528,528,-1.0,528,1.0
6.0,6.0,-6.0,1.0,529,529,6.0,529,-6.0
